,Return_On_Equity,Current_Ratio,Asster_Turnover,WACC,Dividend_Yield,Earnings_Yield,Revenue_Change,Net_Income_Change,Price_Change
0,0.21214713430282292,2.611353711790393,0.6348601690978352,0.08231422611980248,0.0064832090349691476,0.030353161454737817,0.9978095794392523,0.988835725677831,-0.012634991727459235
1,0.23638077285579642,2.030091348737238,0.6502088872009115,0.0796878844669655,0.005627768810559287,0.028202100174227123,1.0837157778129451,1.0363636363636364,-0.01584908347459707
2,-0.15314043754410728,1.453795379537954,0.7453903214411869,0.14407393009814426,0.011896893588896233,-0.10735294117647058,0.8474018151152518,5.2926829268292686,-0.0259995327683492
3,-0.024231678486997636,1.7476697736351532,0.8437923556519382,0.1314120209119675,0.008852659716667243,-0.01513312997121395,1.0246050032916392,-0.2867132867132867,0.0019920140860099815
4,-0.3346829645949503,0.22308730902301369,0.4359035433461236,0.07839469063871397,,-1.3103448652909298,1.0228051095432156,1.4232834554640825,0.03278685320900652
5,-0.17920730532158083,0.2813924173814855,0.3986973754696379,0.08083411947834312,,-0.8976378087567578,1.2469169617519096,0.3649708379892534,0.01709410330718167
6,-0.1580161476355248,0.6151754147402774,0.8371340670493831,0.06830547886411353,,0.0917030582961546,1.0779440893590084,6.47244094488189,-0.013168092819770475
7,-0.021900327642697018,0.7103181987346483,0.7567062241176834,0.06420205639553808,-0.0,0.015723270110175623,1.6388126631416906,-0.06372303060712493,0.02852443613939235
8,0.12028034264100568,,0.004785502392751197,,0.0,-0.8013640355057106,0.04858474283741802,-0.13192283758556317,0.0
9,-1.0709413547982438,17.481142358840202,0.14222593156266877,0.11886644128640876,0.0,2.0217283333506533,1.0,2.0581351548178097,-0.06749558524736869
10,0.014922744219271379,0.0,0.5117663404746856,0.056047048545123726,0.016154377081473877,0.024489795441728798,0.9413542199104002,0.35622518103246903,0.15238104104455488
11,0.030300242062200076,1.0,0.4960500738280726,0.05569810540337942,0.01547813294595642,0.08210890619135162,1.0215308065605995,0.3517955460596598,0.06324114135969651
12,-0.007592730535718908,2.6196762533396196,1.2103733031004653,0.06776000780945489,0.04026962091221718,-0.01562499983564896,1.2188724597725067,-0.048028817290374226,-0.025493377453319366
13,0.1530760297758457,2.7148820262478335,1.2804751381598805,0.0816338004101948,0.02646127048107189,0.2915579264787257,1.0637407279532936,-0.4134224856343452,0.01370415799704553
14,-0.35954405155141606,1.3217012310401062,0.5457707409194563,0.10635688346362145,0.0,-0.1231884077429668,1.0531893271571384,1.225896384919316,-0.030927866092331894
15,-0.2127587696900656,1.7812439769817452,0.4655315440996878,0.11152767548295109,0.0,-1.0634920715414686,0.9017231899685879,0.9266064463149251,0.013461571967109238
16,0.17901461351063108,2.3983183001641857,1.0920072785086183,,0.0038982724284435744,0.01705699137879483,1.6627871517650514,1.7082950406753123,-0.014876264899089824
17,0.12604414698500546,2.513368983957219,0.8221061859792673,0.08121012329189362,0.005085668009779541,0.014964241881026744,1.0388027620197027,0.74368742801453,-0.01148409677103015
